name,artist,release_date,length,featured_artists
Twenty Four Hours From Tulsa,Gene Pitney,01/01/1972,1908-02-09,Cream
Be Good Johnny,Men At Work,01/01/1981,3.59,"Robert Plant, The B-52's"
Disease,Matchbox Twenty,01/01/2002,1910-01-03,
Walking By Myself - Live,Gary Moore,01/01/2020,3007-07-30,"Jimi Hendrix, Thee Oh Sees"
Academy Fight Song,Mission Of Burma,01/01/1981,1631-03-01,"Minor Threat, Dire Straits"
My City Was Gone - 2007 Remaster,Pretenders,01/01/1984,3383-10-26,"Chris Rea, Van Halen, Billy Joel, Kingdom Come"
Innocence,Harlequin,01/01/1986,4363766667,"U2, The The, Yothu Yindi, World Party"
Love Song,Tesla,01/01/2008,5389333333,"Sufjan Stevens, Various Artists, Fuzz, Cole Porter, The Beach Boys"
Glow,Alien Ant Farm,01/01/2003,3288216667,
Crazy,Seal,01/01/2004,1916-04-07,"System Of A Down, Billy Talent, Travis, A Perfect Circle"
Some Nights,fun.,01/01/2012,4617333333,Tom Petty and the Heartbreakers
Streets Of London,Anti-Nowhere League,01/01/1982,3300433333,"R.E.M., DD Smash"
Flathead,The Fratellis,01/01/2008,1909-01-06,
What Goes On,The Velvet Underground,01/01/2014,4896883333,"Various Artists, Seven Mary Three"
Untrust Us,Crystal Castles,01/01/2008,3106216667,"A Perfect Circle, Breaking Benjamin"
Tinseltown to the Boogiedown,Scritti Politti,01/01/1999,3248-07-25,Reamonn
Runnin' Wild,Airbourne,01/01/2007,1909-12-12,"My Chemical Romance, Three Days Grace"
Eagle Rock,Daddy Cool,01/01/1998,4194433333,"The Guess Who, Odds"
Gives You Hell,The All-American Rejects,01/01/2008,3551766667,"fun., Cream, Slipknot, The Killers, The Fray"
Little Animal,The Raveonettes,01/01/2003,3.15,"Various Artists, Nick Lowe, Various Artists"
The House Is Rockin',Stevie Ray Vaughan,01/01/1989,3871-02-01,Dave Matthews Band
Sorry,Buckcherry,01/01/2006,3806433333,Keane
Hot Dog - Remaster,Led Zeppelin,01/01/1979,3091-03-01,"Minor Threat, Ebba Grön, Alice Cooper, Bad Brains, Rainbow"
Give Up The Funk (Tear The Roof Off The Sucker),Parliament,01/01/1975,8011-05-01,"The Who, Bad Company, Aerosmith, Jackson Browne"
Mustang Sally,The Commitments,01/01/1991,0311-04-01,Candlebox
Colin Zeal - 2012 Remaster,Blur,01/01/1993,3270666667,
Totally Nude,Talking Heads,01/01/1988,4190216667,Sass Jordan
Madness,Muse,01/01/2012,1912-10-27,"The Lumineers, Radiohead, Phil Collins"
Too Close,Alex Clare,01/01/2011,4276883333,"fun., Green Day"
Dangerous Type,The Cars,01/01/1979,3139-01-19,
Squonk,Genesis,01/01/1976,6490666667,"The J. Geils Band, Brian Eno, The Doobie Brothers, Spirit"
Chemical World (Including 'Intermission') - 2012 Remaster,Blur,01/01/1993,6562666667,"Matthew Sweet, April Wine, Chilliwack"
New Born,Muse,01/01/2001,6054433333,"Angels & Airwaves, Sum 41, Chevelle, Korn"
Bad Day,Daniel Powter,01/01/2005,1910-08-29,"Kings of Leon, P!nk, The Kooks"
Letters To You,Finch,01/01/2002,3326666667,"Spoon, Robert Plant"
Bluebird,One Self,01/01/2005,2905-10-12,"R.E.M., Green Day, AC/DC"
The One That You Love,Air Supply,01/01/1981,4316666667,"Ebba Grön, Frankie Valli"
You've Got To Hide Your Love Away - Remastered 2009,The Beatles,01/01/1965,1905-11-21,"The Doors, The Doors, The Kinks, Them"
Common Man,Black Country Communion,01/01/2012,3391-06-26,"Midnight Youth, Ed Kowalczyk, Calling All Cars, Shiny Toy Guns"
Never Born - 2017 Mix,Guano Apes,01/01/2017,2025-03-05,"Budgie, Skyhooks, The Tornadoes"
Incinerate,Sonic Youth,01/01/2006,4930216667,The Thrills
Save Your Love,Great White,01/01/1987,7671-05-01,"Alice Cooper, Lenny Kravitz, The Psychedelic Furs"
Mad World (Feat. Michael Andrews),Gary Jules,01/01/2001,3158433333,Joni Mitchell
3 Strikes and you're Out,Red Snapper,01/01/1996,8451-05-01,Starsailor
In God's Country,U2,01/01/1987,2943266667,The Cult
Got To Be There - Single Version,Michael Jackson,01/01/1972,4151-03-01,"Black Sabbath, Trooper, Joni Mitchell, Lynyrd Skynyrd, The Doobie Brothers"
Slipping Away - Remix Version,Nine Inch Nails,01/01/2000,1911-06-01,"The Hellacopters, Collective Soul"
Magic,The Cars,01/01/1984,2981-11-22,
Buck Rogers,Feeder,01/01/2001,3218883333,Chevelle
Back To Black,Amy Winehouse,01/01/2006,4007333333,"Alex Clare, The Calling, Incubus"
Wandering Star,Portishead,01/01/1994,4886666667,"Nick Cave & The Bad Seeds, The Smashing Pumpkins, Yo La Tengo, Don Henley"
The Modern Age,The Strokes,01/01/2001,3471766667,"TOOL, Sum 41"
Time Was,Canned Heat,01/01/1969,3370883333,"Yes, Robin Trower"
What I Want (feat. Slash),Daughtry,01/01/2006,2808883333,"Beck, New Order, Drowning Pool, Various Artists, The Libertines"
From the Inside,Linkin Park,01/01/2003,2898883333,"Sonic Youth, Queens of the Stone Age, Hot Hot Heat"
Saint Simon,The Shins,01/01/2003,4424883333,"Blue Rodeo, Radiohead"
Satellite of Love,Lou Reed,01/01/1972,3685333333,
Hello Again - Live,The Cars,01/01/2020,3878583333,"Various Artists, Kamikaze Palm Tree, Various Artists, Various Artists"
Ain't It Fun,Guns N' Roses,01/01/1993,5096666667,"Van Halen, T.S.O.L., Misfits"
Monster Hospital,Metric,01/01/2005,3507766667,Dropkick Murphys
I Love You Cause I Have To - EP Version,Dogs Die In Hot Cars,01/01/2003,2607-11-24,
Soak Up The Sun,Sheryl Crow,01/01/2002,4868883333,"Badly Drawn Boy, Sick Puppies, Kings of Leon, Lenny Kravitz"
Let's Get It Up,AC/DC,01/01/1981,3900433333,"Elvis Costello & The Attractions, Tom Petty and the Heartbreakers, John Mellencamp, Phil Collins, The Smiths"
How I Could Just Kill a Man,The Karaoke Channel,01/01/2014,4084283333,
Here He Comes - 2004 Digital Remaster,Brian Eno,01/01/1977,5647866667,"Alice Cooper, The Doobie Brothers, Dan Fogelberg, Stevie Wonder"
Friend of Mine,Lily Allen,01/01/2006,3962433333,"The White Stripes, My Morning Jacket, Various Artists, Black Rebel Motorcycle Club"
Right by Your Side - Live,Enuff Z'Nuff,01/01/2009,6831-04-01,
Backdrifts,Radiohead,01/01/2003,5376666667,"Bee Gees, Travis, Lenny Kravitz, Death Cab for Cutie, Chevelle"
These Days,Bon Jovi,01/01/1995,6463766667,"En Vogue, Creed"
White Noise - Acoustic,Various Artists,01/01/2020,3918216667,"8-Bit Arcade, White Knight Instrumental, The Smashing Pumpkins"
Every Day's A Saturday,Elemeno P,01/01/2003,2681-10-26,"Powerman 5000, The Cult, Morcheeba"
Going Down,Jeff Beck,01/01/1972,3783-07-21,KISS
Raw Power,Guns N' Roses,01/01/1993,1971-03-01,
Sara,Bob Dylan,01/01/1976,5524883333,
Rise,Public Image Ltd.,01/01/1987,1917-04-06,Mötley Crüe
Bird On A Wire - Live,Leonard Cohen,01/01/2019,4391183333,"Rock Angels, Various Artists, Various Artists, White Knight Instrumental, Budgie"
Same Old Lang Syne,Dan Fogelberg,01/01/1979,5262216667,Moving Pictures
Happy Together,The Turtles,01/01/1967,2938216667,"Janis Joplin, Bee Gees, The Beatles, Bob Dylan"
God Put a Smile upon Your Face,Coldplay,01/01/2002,9551-04-01,"Marcy Playground, Grand Funk Railroad"
Any Day Now,The Watchmen,01/01/1998,6851-04-01,Staind
I Want You,Elvis Costello & The Attractions,01/01/1986,6688216667,"John Farnham, Fairground Attraction, U2, Cowboy Junkies"
Army of Me,Björk,01/01/1995,2969-04-19,Soul Asylum
Melting Pot,Booker T. & the M.G.'s,01/01/1983,8246666667,"Various Artists, Ultravox"
Anna Sun,WALK THE MOON,01/01/2012,5354666667,"Paramore, Billy Idol, R.E.M., The Airborne Toxic Event"
Palisades Park,Freddy Cannon,01/01/2008,1886883333,
The Race Is On Again,Yo La Tengo,01/01/2006,4612216667,"Tim Finn, Bic Runga, Dave Dobbyn, Phil Fearon, April Wine"
Have It All,Foo Fighters,01/01/2002,4966666667,The Smashing Pumpkins
A Touch of Evil,Judas Priest,01/01/1990,5.74,"Letters To Cleo, Beastie Boys, Depeche Mode"
So What,P!nk,01/01/2008,1909-10-25,"Thirty Seconds To Mars, The Goo Goo Dolls, The Temper Trap"
How Good It Can Get,The Wallflowers,01/01/2009,4232216667,"Black Rebel Motorcycle Club, Spose, April Wine"
Love Me Do - Remastered 2009,The Beatles,01/01/1963,2546-07-26,
Always Crashing in the Same Car - 2017 Remaster,David Bowie,01/01/2017,5911-03-01,Elvis Presley
To Be Alive,Def Leppard,01/01/1999,3878283333,"Hello Sailor, Ben Harper And The Innocent Criminals, The White Stripes, Foo Fighters"
I'm No Angel,The Gregg Allman Band,01/01/1986,3714883333,"The Cars, Traveling Wilburys, Beastie Boys, World Party, It's Immaterial"
The Importance of Being Idle,Oasis,01/01/2005,3663766667,"Starsailor, Pat Benatar, Radiohead, M.I.A."
Everything Changes,Matthew Sweet,01/01/1995,3818883333,"Supergrass, Billy Thorpe & The Aztecs, Primal Scream"
No Reason,Sum 41,01/01/2004,0811-03-01,"Foo Fighters, Various Artists, Muse, The Strokes, Iron Maiden"
So. Central Rain,R.E.M.,01/01/1984,3246883333,Tom Petty and the Heartbreakers
Stripsearch,Faith No More,01/01/1997,4498216667,
Come To My Window,Melissa Etheridge,01/01/1993,3933333333,"Nine Inch Nails, The Church, TOOL"
Land of Confusion - 2007 Remaster,Genesis,01/01/1986,4780666667,Nirvana
Adolescents,Incubus,01/01/2011,1913-03-06,"Gary Moore, Sponge, The Clash"
Lowlife,Theory of a Deadman,01/01/2011,4271-03-01,Three Days Grace
Sit Down,James,01/01/1990,0811-04-01,"Queen, Jon Bon Jovi, Bon Jovi, Nine Inch Nails, Portishead"
Run-Away,Super Furry Animals,01/01/2007,2923766667,"Huey ""Piano"" Smith, Golpe a Golpe"
Like Days,theStart,01/01/2004,2991-10-01,
Sing - 2012 Remaster,Blur,01/01/1991,6016216667,"Liz Phair, Soul Coughing, INXS, Tracy Bonham, ZZ Top"
Words,Bee Gees,01/01/1968,2805-07-28,"Neil Young, Steely Dan, Neil Young, The Stylistics"
Salvation,Black Rebel Motorcycle Club,01/01/2001,6116883333,"The Wrens, The Watchmen, The White Stripes, Daddy Cool, The White Stripes"
The Last In Line,Dio,01/01/1984,3465-12-15,"Frank Zappa, John Mellencamp, Billy Idol"
Get Out The Door,Velvet Revolver,01/01/2007,3240666667,"Darkest Hour, Staind"
(Let's Go) Smoke Some Pot,Dash Rip Rock,01/01/2000,2269766667,Cro-Mags
Molly's Chambers,Kings of Leon,01/01/2003,2248433333,
Pandemonium - Cybersank Edit,Killing Joke,01/01/2013,3273333333,"The Fratellis, the feelers, Chris Domingo, The Darkness"
Ready an' Willing - 2011 Remaster,Whitesnake,01/01/1980,7371-03-01,"Madness, Ramones, Frank Zappa, Ramones, Pretenders"
Atomic,Sleeper,01/01/2016,5164883333,"Lynyrd Skynyrd, King Gizzard & The Lizard Wizard, Big Wreck, Incubus"
Tough Girl,Open Hand,01/01/2005,2905766667,"Midnight Youth, Powderfinger"
We Are The People,Empire of the Sun,01/01/2009,4559-04-01,
Samba Pa Ti,Santana,01/01/1970,4746666667,Van Morrison
Halleluhwah - 2011 Remastered,CAN,01/01/1971,6972-06-02,"Hawkwind, The Kinks, The Move, Edgar Winter"
Dosed,Red Hot Chili Peppers,01/01/2002,5197766667,"The Beatles, Duran Duran, Tina Turner"
Eighties - 2007 Digital Remaster,Killing Joke,01/01/1985,1910-12-01,Real Life
Birmingham,Amanda Marshall,01/01/1996,3366-04-18,Rustic Overtones
Mountains - Acoustic,Various Artists,01/01/2020,2940-10-28,"Party Tyme Karaoke, Ian Thomas, Fairport Convention"
Universal,Seigmen,01/01/1999,5711-03-01,"Super Furry Animals, The Jayhawks, Headless Chickens"
The Gift,Seether,01/01/2005,5569766667,"Wilco, T. Rex, Billy Idol"
Hard Rock Hallelujah,Various Artists,01/01/2004,4112433333,
Pale Blue Eyes,The Velvet Underground,01/01/1969,5658883333,"Joni Mitchell, Leonard Cohen, Don McLean, Simon & Garfunkel"
Alienate Me,Coal Chamber,01/01/2002,3290216667,The Datsuns
Home,Edward Sharpe & The Magnetic Zeros,01/01/2009,5105333333,"Korn, The Chicks, Franz Ferdinand"
Big Love - 2017 Remaster,Fleetwood Mac,01/01/1987,3728883333,"Talking Heads, Stevie Ray Vaughan, The Cure"
Chillout Tent,The Hold Steady,01/01/2016,3717333333,
Change the World - Live on MTV Unplugged,Babyface,01/01/1997,7543766667,
Get Me Away From Here,Belle & Sebastian,01/01/1996,3424883333,Various Artists
Young Cardinals,Alexisonfire,01/01/2009,3630433333,"Modest Mouse, Chevelle, Papa Roach, New Order"
When The Sun Goes Down,Arctic Monkeys,01/01/2006,3368883333,"Breaking Benjamin, Audioslave"
The Way It Is,The Sheepdogs,01/01/2012,2562216667,"Hello Sailor, My Morning Jacket, The Pack a.d., Head Like A Hole, Killing Joke"
Placebo Effect,Siouxsie and the Banshees,01/01/1979,3164-10-14,"KISS, The Babys, Chilliwack, Minutemen"
I Feel Like Going Home,Yo La Tengo,01/01/2006,4236216667,"Joe Bonamassa, Rufus Wainwright"
Anastasia,Slash,01/01/2012,6121333333,"Deftones, King Gizzard & The Lizard Wizard, Various Artists, Godsmack"
Exit Music (For a Film),Radiohead,01/01/1997,4531-04-01,"Bush, Stone Sour, Wilco, Portishead, R.E.M."
Love Like Blood,Killing Joke,01/01/1992,4424433333,"Fleetwood Mac, The Church, Prince, Jennifer Rush"
Andy,The Killers,01/01/2004,3234666667,"Feist, Snow Patrol"
Heavyweight,Our Lady Peace,01/01/2012,4261433333,"Humble Pie, Villainy, Nonpoint, Black Rebel Motorcycle Club"
You Make Loving Fun - 2004 Remaster,Fleetwood Mac,01/01/1977,3610433333,"Grateful Dead, AC/DC, Patti Smith, Pink Floyd"
The Tears Of A Clown,Smokey Robinson & The Miracles,01/01/1967,2025-03-03,"Jr. Walker & The All Stars, The Everly Brothers, Jethro Tull, Faces, Bob Dylan"
Kalifornia,The Subways,01/01/2008,2906433333,"Sam Roberts Band, White Lies"
Red Flag,Billy Talent,01/01/2006,3302883333,"Carolina Liar, Sara Bareilles"
Burnin' Sky - 2017 Remaster,Bad Company,01/01/1977,1811-05-01,
Slow Cheetah,Red Hot Chili Peppers,01/01/2006,5332216667,"Buddy Holly, Afroman, Ann Peebles"
Goodbye Blue Sky,Pink Floyd,01/01/1979,2787316667,"Linda Ronstadt, Kate Bush, Fleetwood Mac, Stevie Wonder, Dan Fogelberg"
Never Again,Nickelback,01/01/2001,3471-04-01,"The Mutton Birds, Citizen King, Natalie Imbruglia"
"Everything's Gone Green - 7"" Version; 2015 Remaster",New Order,01/01/2005,3083-03-13,"Puddle Of Mudd, Steriogram"
The One I Love,David Gray,01/01/2005,3498883333,"Everything, TV On The Radio"
Misery,Green Day,01/01/2000,5098433333,U2
Year 3000,Busted,01/01/2004,3266883333,Pat Benatar
The Song Is Over,The Who,01/01/1971,6276883333,"The Velvet Underground, Joe South, Bruce Springsteen, Steely Dan"
You Can't Hurry Love,The Supremes,01/01/1966,2798883333,"George Harrison, Creedence Clearwater Revival, Led Zeppelin, The Temptations, The Rolling Stones"
Movin' on Up,Primal Scream,01/01/1991,3804433333,"Pearl Jam, Def Leppard"
Skyfall,Adele,01/01/2012,4774666667,"The Black Keys, Paramore, Elvis Presley, Broken Bells"
Have You Ever Really Loved A Woman?,Bryan Adams,01/01/1996,8611-04-01,"Train, Counting Crows"
Shadowplay - 2007 Remaster,Joy Division,01/01/1979,3895316667,
Do Wah Diddy Diddy,Manfred Mann,01/01/1964,2.39,"Led Zeppelin, Bob Dylan"
My Name Is Trouble,Nightmare Of You,01/01/2005,2997-10-09,"lostprophets, The Mighty Mighty Bosstones, Slayer, Alice In Chains"
The Grand Illusion,Styx,01/01/1977,4618883333,"Thin Lizzy, Squeeze, Lynyrd Skynyrd"
Who's Crying Now,Journey,01/01/1981,5002433333,"Eagles, Tom Petty and the Heartbreakers, Billy Squier, The Cars"
Hanky Panky - Single Version,Tommy James & The Shondells,01/01/1966,2873333333,
Anchor Me,Various Artists,01/01/2020,4500433333,
Save a Prayer - Single Version,Duran Duran,01/01/1998,1910-04-21,"Five For Fighting, No Doubt, The Whitlams, Sleep, Radiohead"
Song to Say Goodbye,Placebo,01/01/2006,6031-03-01,My Morning Jacket
Absolute Zero,Stone Sour,01/01/2012,3830666667,"Daron Malakian and Scars On Broadway, Disturbed"
The Things We Do For Love,10cc,01/01/1977,2847-03-10,"The Clash, David Bowie, The O'Jays, The Police, Bad Company"
Touch Too Much,AC/DC,01/01/1979,4437766667,"Aerosmith, Van Halen, Billy Joel"
Tequila Sunrise - 2013 Remaster,Eagles,01/01/1973,2884266667,"Bee Gees, The Stylistics, Supertramp, Roberta Flack, Dr. John"
Rattlesnake,King Gizzard & The Lizard Wizard,01/01/2017,4035-12-27,"Elvis Presley, Various Artists"
Rise Up,Cypress Hill,01/01/2010,3844666667,
Hammer To Fall - Remastered 2011,Queen,01/01/1991,3638666667,
Prove It,Television,01/01/1977,1913-09-12,"Frankie Miller, Russell Morris"
Interstellar Overdrive,Pink Floyd,01/01/1967,9678583333,"Marvin Gaye, Blues Image, Foghat"
Cream - N.P.G. Mix,Prince,01/01/2006,4871766667,"Done Again, Berlin, the feelers, Sam Roberts Band"
Scream,Ima Robot,01/01/2003,3853766667,Super Furry Animals
Digging the Grave,Faith No More,01/01/1995,3063333333,"Fatboy Slim, T.S.O.L."
Pull up the Roots - 2005 Remaster,Talking Heads,01/01/1983,5164666667,"Paul Simon, Depeche Mode"
Prophecy (With Sample),Soulfly,01/01/2004,3597333333,"Finch, Weezer, Foo Fighters, 10 Years, Kings of Leon"
Hero (In The Style Of Chad Kroeger & Josey Scott) [Performance Track with Demonstration Vocals],Done Again,01/01/2011,1703-03-01,Stingray Music (Karaoke)
Submarine #3,Starlight Mints,01/01/2000,1905-05-29,Brigitte Bardot
Fun,The Beach Boys,01/01/1964,3151-02-01,"Bill Haley & His Comets, The Who, The Beatles, Jimi Hendrix, Creedence Clearwater Revival"
Missing You,John Waite,01/01/1984,1912-04-22,"The Charlie Daniels Band, Bryan Adams, TOTO, Bryan Adams, Kim Carnes"
Waving Flags,British Sea Power,01/01/2008,4126216667,"Opshop, The Tragically Hip"
Soul Love - 2012 Remaster,David Bowie,01/01/1972,3569966667,"Supertramp, Elvis Costello"
Blue Bell Knoll,Cocteau Twins,01/01/1988,3358433333,Rush
Heaven in Your Eyes,Loverboy,01/01/1989,4053766667,"Frankie Goes To Hollywood, Chicago, The Orb, Jimmy Buffett, The Animals"
What'Cha Gonna Do About It,Small Faces,01/01/1966,1954433333,"Deep Purple, The Kinks, Deep Purple, The Who, Derek & The Dominos"
crushcrushcrush,Paramore,01/01/2007,3156216667,"Madonna, The Chiffons"
Vapour Trail - 2001 Remaster,Ride,01/01/1990,4294433333,The Cure
Baby's On Fire - 2004 Digital Remaster,Brian Eno,01/01/1973,5322883333,"Santana, Van Halen"
Hard Road,Sam Roberts Band,01/01/2003,4112216667,"Opshop, The King Khan & BBQ Show"
Double Shot (Of My Baby’s Love),The Swingin' Medallions,01/01/2020,2357333333,"Max Webster, Max Webster, 311, The Rolling Stones"
Eat The Rich,Various Artists,01/01/2020,4183333333,Joan Jett & The Blackhearts
It's Still Rock and Roll to Me,Billy Joel,01/01/1980,2940666667,"Chicago, REO Speedwagon, The Band, Eurythmics"
The Bitter End,Placebo,01/01/2003,3176216667,The Killers
Keep on Swinging,Rival Sons,01/01/2012,3990216667,"Shannon and The Clams, King Gizzard & The Lizard Wizard"
The Reflex - Single Version; 2010 Remaster,Duran Duran,01/01/1983,4571-04-01,"Depeche Mode, Michael Schenker Group"
The Reasons,The Weakerthans,01/01/2003,2679-01-30,Treble Charger
Nothing Remains,Chimaira,01/01/2005,3434-09-29,AFI
A Really Good Time,Roxy Music,01/01/1974,1910-04-21,"The Guess Who, The Byrds, Stevie Wonder, Eric Clapton, Santana"
Miss Misery (Early Version),Elliott Smith,01/01/2007,2937766667,
She's Always a Woman,Billy Joel,01/01/1977,3356216667,Pink Floyd
Just the Two of Us (feat. Bill Withers),Grover Washington,01/01/1985,3951766667,"TOTO, Bronski Beat, Scorpions"
Firestarter,The Prodigy,01/01/1997,4663333333,
Rainy Monday - Bimbo Jones Vocal Mix,Chris Domingo,01/01/2009,8451766667,
Yester-Me,Stevie Wonder,01/01/1969,3088216667,"Cream, The Guess Who"
When You Walk In the Room - Mono Version,The Searchers,01/01/1964,2341333333,"The Kinks, Various Artists, The Rolling Stones"
Sacrifice,Elton John,01/01/1989,5068883333,"Prince, REO Speedwagon, Bryan Adams, Mike & The Mechanics"
Rainbow Chaser,Nirvana,01/01/2018,2639333333,"Elton John, Various Artists, Grandaddy, Elton John"
Oh! You Pretty Things - 2015 Remaster,David Bowie,01/01/1971,2331-03-01,"Pink Floyd, Neil Young"
Check,Rustic Overtones,01/01/1998,2916216667,"Lake Of Tears, Super Furry Animals"
Wires,Athlete,01/01/2005,3451-04-01,"GANGgajang, Staind, Ty Segall, Kasey Chambers"
Quiet Life,Japan,01/01/1979,1913-03-10,Sherbet
Oh Love,Green Day,01/01/2012,5054883333,"Sleeper, The Wombats, Shinedown, The Killers, Dr. Dog"
Body Count's in the House,Body Count,01/01/1992,3403333333,"The The, The Rolling Stones"
Painted On My Heart - Originally Performed By The Cult,Midifine Systems,01/01/2014,4038083333,"B the Star, Blur, 8-Bit Arcade, Various Artists"
Lake of Fire,Meat Puppets,01/01/1984,2433-10-06,R.E.M.
