index,name,artist,release_date,length,featured_artists
3174,(Can't You) Trip Like I Do - 2009 Remastered Version,Filter,2009,4.451766667,"Hot Hot Heat, The Pack a.d., Slash, Suede, Mona"
3175,Freedom,Rage Against The Machine,1992,6.10555,"Dinosaur Jr., Jackson Browne, Morrissey, The Selecter"
3176,Darlin' - Remastered,The Beach Boys,1967,2.242666667,
3177,You're Pretty Good Looking (For a Girl),The White Stripes,2000,1.828666667,"Cold, Teenage Fanclub, Megadeth"
3178,Stars,Hum,1995,5.151766667,The Smashing Pumpkins
3179,Even It Up,Heart,1980,5.164883333,"Blondie, Echo & the Bunnymen, R.E.M., Bad Company, The Jam"
3180,Kick,INXS,1987,3.238,John Mellencamp
3181,Breakdown,The Alan Parsons Project,1977,3.886433333,"Pete Townshend, Bob Dylan"
3182,King Of The Night Time World,KISS,1976,3.316666667,"The Rolling Stones, The Clash"
3183,The Universal,Blur,2000,4.002,Coldplay
3184,The Day That Never Comes,Metallica,2008,7.937766667,"Linkin Park, My Chemical Romance, Thirty Seconds To Mars, Chevelle"
3185,Shelf In The Room,Days Of The New,1997,4.732883333,"The Primitives, Fun Lovin' Criminals, Jeff Buckley, Blur"
3186,I Still,Forty Deuce,2005,3.116116667,"Jimmy Barnes, Clor, 6gig, AVID All Stars, Backyard Babies"
3187,Don't Tread On Me,Metallica,1991,4.004883333,"The Presidents Of The United States Of America, Genesis, Big Country, Gin Blossoms"
3188,Yours Is No Disgrace - 2003 Remaster,Yes,1971,9.682666667,"Queen, Crosby, Stills & Nash, Cream"
3189,My Hometown,Bruce Springsteen,1984,4.6611,"Barbra Streisand, White Lion, The Smiths"
3190,In Hiding,Pearl Jam,1998,4.99555,"LEN, Teenage Fanclub, Sufjan Stevens, Beck"
3191,Haunted,Six Feet Under,1995,3.167333333,
3192,Givin the Dog a Bone,AC/DC,1980,3.529333333,
3193,"Fingertips, Pt. 2 - Live/1962",Stevie Wonder,2019,3.170216667,"Amyl and The Sniffers, King Gizzard & The Lizard Wizard, Devilskin"
3194,As Good as It Gets,the feelers,2001,3.9251,George Thorogood & The Destroyers
3195,Sleeping Bag,ZZ Top,1985,4.038883333,"U2, Blue Rodeo, The Dead Milkmen, Talking Heads"
3196,Mother Mother,Tracy Bonham,1996,3.012216667,"ZZ Top, Duran Duran, Foo Fighters, Fun Lovin' Criminals"
3197,Web in Front,Archers Of Loaf,1993,2.110866667,"Fear Factory, Nirvana, You Am I, Sleep, Nada Surf"
3198,Follow You Down,Matthew Mayfield,2013,4.603983333,
3199,The Stars Of Track And Field,Belle & Sebastian,1996,4.7451,
3200,The Great Gig in the Sky,Pink Floyd,1973,4.7312,"Eagles, Carpenters, KISS"
3201,Headlong - Remastered 2011,Queen,1991,4.62955,"Toad The Wet Sprocket, Queensrÿche, Guns N' Roses, Blur"
3202,Big Foot,Chickenfoot,2011,3.8251,
3203,Nothing But a Good Time - Live,Poison,2008,5.008883333,"The Bravery, Dinosaur Jr., Chimaira"
3204,Strangelove,Depeche Mode,1998,3.764666667,Deftones
3205,Simple,Collective Soul,1995,3.749766667,"Sponge, H-Blockx"
3206,Without You,Mötley Crüe,1989,4.5031,"Yothu Yindi, Dada"
3207,The Guns of Brixton - Remastered,The Clash,1979,3.207333333,Judas Priest
3208,Bad Luck,Social Distortion,1992,4.416216667,"Our Lady Peace, U2, Faith No More, Tripping Daisy"
3209,People Got to Be Free,The Rascals,1969,3.029766667,"Led Zeppelin, Robin Trower, Strawberry Alarm Clock, Roberto Carlos"
3210,Ratamahatta,Sepultura,1996,4.510666667,"Oasis, The Living End"
3211,"Tighten Up, Pt. 1",Archie Bell & The Drells,1968,3.266666667,"Yes, Alice Cooper, The Doors, Santana, Blind Faith"
3212,Sweet Mary Jane,Block Buster,2017,3.455316667,Various Artists
3213,Sharks and Danger,Alexisonfire,2004,4.642,
3214,Lay Down Your Guns,Jimmy Barnes,1996,4.008883333,The Cult
3215,Walking On Sunshine,Katrina & The Waves,1985,3.978883333,"Tears For Fears, R.E.M., Simple Minds, AC/DC"
3216,Summer Breeze,Seals and Crofts,1972,3.424666667,"Led Zeppelin, Eric Clapton, Lynyrd Skynyrd, Nazareth, Black Sabbath"
3217,Only My Heart Talkin',Alice Cooper,1989,4.774883333,"Guns N' Roses, Nine Inch Nails"
3218,Love Spreads,The Stone Roses,1994,5.784883333,Bruce Springsteen
3219,I Am a Rock,Paul Simon,1965,2.697766667,"Van Morrison, Jane Birkin, Love"
3220,Cocaine,J.J. Cale,1976,2.818883333,"Rod Stewart, Pink Floyd"
3221,You and Me (Album Version),The Checks,2009,4.4509,
3222,Bits and Pieces - 2019 - Remaster,The Dave Clark Five,1964,1.981766667,"Ricky Nelson, The Who"
3223,"Fastlove, Pt. 1",George Michael,1996,5.4111,
3224,Shelter from the Storm,Bob Dylan,1975,5.018883333,Supertramp
3225,Roadrunner,The Modern Lovers,1976,4.107333333,"Alice Cooper, Led Zeppelin, Cold Chisel, Joy Division"
3226,Nice To Luv You,54-40,1992,4.372666667,"Odds, Supergrass, Manic Street Preachers, Bon Jovi, Europe"
3227,Most People I Know,Billy Thorpe & The Aztecs,1995,4.283766667,"Supergrass, The Beta Band, Matthew Sweet, Primal Scream"
3228,"Paris, Texas",Ry Cooder,1995,2.912666667,
3229,Long Division,Rustic Overtones,2011,4.387766667,"White Knight Instrumental, Japanther, Marvin Gaye, The Sheepdogs, Singer's Edge Karaoke"
3230,Zebra,John Butler Trio,2005,3.959,"Seether, Midlake, Lambchop, 10 Years, The Living End"
3231,That's the Way - Remaster,Led Zeppelin,1970,5.618483333,Three Dog Night
3232,Defy You,The Offspring,2005,3.804,Sevendust
3233,How Sweet It Is (To Be Loved By You),Marvin Gaye,1965,2.962883333,Dusty Springfield
3234,Holier Than Thou,Metallica,1991,3.794,"Poison, U2, Warrant"
3235,Making Plans For Nigel,XTC,1979,4.23,The Rolling Stones
3236,Engel,Rammstein,1997,4.404433333,
3237,"What God Wants, Pt. I",Roger Waters,1992,6.004883333,"Bruce Springsteen, Deee-Lite, Grateful Dead, Sting, The Mighty Mighty Bosstones"
3238,The Breakup Song,The Greg Kihn Band,1981,2.828216667,"Suicidal Tendencies, John Mellencamp, Dio, Oingo Boingo"
3239,Apeman - Mono Mix,The Kinks,1970,3.862883333,Lee Michaels
3240,Dizz Knee Land,Dada,1992,4.108883333,"Portishead, Dinosaur Jr., Ride, Rage Against The Machine, Sting"
3241,Turn to Stone,Electric Light Orchestra,1977,3.818216667,"Thin Lizzy, The Who, Supertramp"
3242,Behind The Sun,Red Hot Chili Peppers,1987,4.682216667,
3243,Erase / Rewind,The Cardigans,1998,3.641733333,"Creed, Bran Van 3000"
3244,Place Your Hands,Reef,2003,3.62355,"Dropkick Murphys, Fatboy Slim, Finger Eleven, Breaking Benjamin"
3245,Stuck Here for Days,The Datsuns,2006,2.969333333,"Mew, the feelers, Nick Lowe"
3246,Bouncing Off The Walls,Sugarcult,2002,2.354883333,"Texas, Disturbed, Dave Matthews Band, Dashboard Confessional"
3247,Living In The U.S.A.,Steve Miller Band,1968,4.0671,Deep Purple
3248,I'll Be Waiting,Talisman,1990,2.9571,U2
3249,Avalon - Remastered,Roxy Music,1982,4.28065,Stevie Ray Vaughan
3250,The Fish Cheer & I-Feel-Like-I'm-Fixin'-To-Die Rag - Mono,Country Joe & The Fish,2013,3.791333333,"Luger Boa, Killing Joke, Tracer"
3251,Sunburn,Fuel,1998,4.393333333,"HIM, Teenage Fanclub, Headless Chickens, Manic Street Preachers"
3252,(They Long To Be) Close To You,Carpenters,1970,4.56555,"Jefferson Airplane, Bob Dylan, The Beatles, Otis Redding, The Beatles"
3253,Lucky Man,The Verve,1997,4.8931,"Collective Soul, Gloria Gaynor, Collective Soul"
3254,Satellite 15.....The Final Frontier - 2015 Remaster,Iron Maiden,2010,8.67155,"Slash, Aerosmith"
3255,This Town Ain't Big Enough for the Both of Us (Originally Performed By Sparks) [Full Vocal Version],Paris Music,2013,3.075766667,
3256,The Riverboat Song,Ocean Colour Scene,1996,4.913333333,"Nada Surf, Gravity Kills"
3257,Time to Waste,Alkaline Trio,2005,4.199766667,"Papa Roach, The Offspring"
3258,Since I Left You,The Avalanches,2000,4.3491,
3259,Ain’t No Mountain High Enough,Bellybuds,2014,3.447333333,"Max Webster, Michael Marc"
3260,Rockin' All Over The World,Status Quo,1977,3.588883333,XTC
3261,Homesick,Soul Asylum,1993,3.58155,"Super Furry Animals, Matthew Sweet, Various Artists, Teenage Fanclub"
3262,Someone Saved My Life Tonight,Elton John,1975,6.748883333,"Paul McCartney, Neil Young, Chicago, Pure Prairie League, Journey"
3263,Got To Choose,KISS,1974,3.9111,"Grateful Dead, Siouxsie and the Banshees, Jethro Tull, Alice Cooper"
3264,You Held the World in Your Arms,Idlewild,2002,3.373916667,AC/DC
3265,The Way You Do The Things You Do,The Temptations,1964,2.7624,Bob Dylan
3266,Hole In My Soul,Aerosmith,1997,6.168216667,"10,000 Maniacs, Marillion"
3267,Let Me Go,3 Doors Down,2012,4.050883333,"The Rolling Stones, Eric Clapton, Matchbox Twenty, Breaking Benjamin"
3268,New Rose,The Damned,1977,2.704,"Mott The Hoople, Madness, Cold Chisel"
3269,Gypsy,Fleetwood Mac,1988,4.4151,Europe
3270,Over The Hills And Far Away,Gary Moore,1987,5.348883333,"They Might Be Giants, Stone Temple Pilots, Eric Clapton"
3271,Snowflake,Mew,1997,3.5171,"John Denver, Soul Asylum, Meat Loaf"
3272,Scars,Papa Roach,2004,3.469766667,
3273,Stone Cold,Rainbow,1982,5.288433333,Warren Zevon
3274,Planet Earth - 2010 Remaster,Duran Duran,1981,4.054433333,"Van Halen, Bob Seger, The Cars, AC/DC"
3275,I Like It Like That,Various Artists,1987,1.96,"Imperiet, Blue Cheer"
3276,What a Waster,The Libertines,2007,2.984216667,"Rise Against, Army of Anyone, Stroke 9, Various Artists"
3277,Harvest Moon,Neil Young,1992,5.05355,Pixies
3278,Take the Highway,The Marshall Tucker Band,1973,6.26,
3279,American High,Machine Head,2001,3.804666667,Super Furry Animals
3280,One Big Holiday,My Morning Jacket,2003,5.356216667,"P.O.D., No Doubt, Staind"
3281,Who Knows Where The Time Goes?,Fairport Convention,1969,5.099766667,Bob Dylan
3282,Games People Play,Joe South,1968,3.586,"The Monks, Led Zeppelin, Deep Purple"
3283,Remember (Walkin' In The Sand),The Shangri-Las,1996,2.302216667,
3284,Ain't My Bitch,Metallica,1996,5.073333333,"Everclear, Dave Matthews Band, Various Artists"
3285,Miss Freelove '69,Hoodoo Gurus,1991,4.2091,Pat Travers
3286,"It's Not the End of the World, But I Can See It from Here",lostprophets,2010,4.324133333,"Maximo Park, Chickenfoot, Slash, Head Like A Hole"
3287,The Wanton Song - 1990 Remaster,Led Zeppelin,1975,4.163333333,
3288,Sophie,Goodshirt,2001,3.716216667,Various Artists
3289,M+M's,blink-182,1995,2.662883333,"Ministry, Cold, T.S.O.L., Green Day"
3290,Bad Religion,Godsmack,1998,3.2211,"Default, Toad The Wet Sprocket, Skunk Anansie"
3291,Gets Me Through,Ozzy Osbourne,2001,5.071333333,"Eskimo Joe, Elbow, The Decemberists, Sevendust, Unwritten Law"
3292,Skateaway,Dire Straits,1980,6.62555,
3293,Let Me Entertain You,Robbie Williams,1997,4.366666667,"Radiohead, The Offspring, System Of A Down"
3294,The Good Life,Weezer,1996,4.283333333,
3295,No Lies,Noiseworks,1988,3.90555,"AC/DC, Peter Gabriel, Megadeth, The Smiths, Yello"
3296,Wake Up,Rage Against The Machine,1992,6.064216667,"Midnight Oil, R.E.M."
3297,I'm Sorry,Brenda Lee,1960,2.692433333,"Roy Orbison, Barry McGuire"
3298,Cornbag,Head Like A Hole,1995,3.796,
3299,Simply Irresistible,Robert Palmer,1988,4.238216667,"Pat Benatar, Dio, Soundgarden, Megadeth, Mötley Crüe"
3300,Give Wings to My Triumph,Hatebreed,2006,3.092116667,The New Pornographers
3301,Get Your Hands off My Woman - Live,The Darkness,2018,3.757333333,"Black Rebel Motorcycle Club, Amparanoia, Local H"
3302,Kool Thing,Sonic Youth,1990,4.10555,"Traveling Wilburys, Bush, Metallica"
3303,"Hold Me, Thrill Me, Kiss Me, Kill Me - From 'Batman Forever'",U2,2002,4.743333333,"The Mock Turtles, KISS, Chevelle, Blondie"
3304,Darkness on the Edge of Town,Bruce Springsteen,1978,4.540433333,
3305,Staring at the Sun,TV On The Radio,2003,4.020216667,
3306,Long White Cross,Pluto,2005,3.425333333,"Cake, Garbage, Big Sugar, Uriah Heep"
3307,Only Time Will Tell,Asia,1982,4.75,"The Jesus and Mary Chain, Beastie Boys, Jefferson Starship, Rush, Deep Purple"
3308,Inflikted,Cavalera Conspiracy,2007,4.535766667,The Donnas
3309,(I'm) Stranded,The Saints,2009,3.5091,"New Order, Van Halen, blink-182, Matt Mays"
3310,"Lily, Rosemary and the Jack of Hearts",Bob Dylan,1975,8.852666667,"Joni Mitchell, The Babys"
3311,Angeles,Elliott Smith,1997,2.9471,"PJ Harvey, Nine Inch Nails"
3312,More Than This - Remastered,Roxy Music,1982,4.51085,"U2, The Animals, Tina Turner"
3313,Space Lord,Monster Magnet,1998,5.932883333,"Marilyn Manson, Foo Fighters, Coldplay"
3314,Detached,Prong,2003,3.398883333,"Rustic Overtones, The Long Blondes, The Mighty Mighty Bosstones, Super Furry Animals, Ben Folds Five"
3315,Black Gold,Soul Asylum,1993,3.963766667,The Tragically Hip
3316,Heartspark Dollarsign,Everclear,1995,2.86955,"Soulfly, Urge Overkill, Sass Jordan, Sleater-Kinney"
3317,Feeling That Way,Journey,1978,3.464883333,"Eddie Money, Dire Straits, Squeeze"
3318,Taylor,Jack Johnson,2003,3.988,"Radiohead, The Cult"
3319,Air Hostess,Busted,2003,3.962666667,"Rare Earth, Alkaline Trio, Hundred Reasons"
3320,We Must Have Blood,Dwarves,1997,2.26155,"the feelers, Cracker, Sevendust, Six Feet Under"
3321,Naive,The Kooks,2006,3.391766667,"The Bangles, Jamiroquai, A Perfect Circle, Billy Talent"
3322,Science Fiction,Divinyls,1983,3.553766667,"Gowan, Max Webster, ZZ Top, Honeymoon Suite"
3323,Going Home,Goldfinger,2002,1.594883333,"Saliva, Seven Channels, Björk"
3324,How Far We've Come,Matchbox Twenty,2007,3.53755,"Keane, Disturbed, Seether, Avenged Sevenfold, Cage The Elephant"
3325,Queen Bitch - 2015 Remaster,David Bowie,1971,3.341766667,"Neil Diamond, Nazareth, Al Stewart"
3326,Spicks And Specks,Bee Gees,2001,2.858883333,"The Decemberists, Vanilla Fudge, No Doubt, Cowboy Mouth, The Selecter"
3327,2000 Light Years From Home - Remastered 2017 / Stereo,The Rolling Stones,1967,4.748216667,"Led Zeppelin, Black Sabbath, Santana, Big Brother & The Holding Company"
3328,Song For Whoever - Single Version,The Beautiful South,1995,4.074433333,
3329,Wild Frontier - Remastered 2002,Gary Moore,2006,4.262,"Starsailor, Travis"
3330,Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz,Benny Benassi,2003,4.7595,"Sugar Ray, Cake, The Specials, Kid Rock, Pearl Jam"
3331,Enemy,Sevendust,2003,3.056433333,
3332,No Children,The Mountain Goats,2002,2.8051,
3333,This Is How It Goes,Billy Talent,2003,3.452216667,"Flogging Molly, Soulfly, Hole, The Offspring"
3334,Young Man Blues - Live,The Who,1971,4.798666667,
3335,Alabama Song (Whisky Bar),The Doors,1967,3.29,"Deep Purple, Three Dog Night, Pink Floyd, The Association"
3336,C'mon And Love Me,KISS,1975,2.97,"The Babys, David Bowie"
3337,Five Years - 2012 Remaster,David Bowie,1972,4.7292,Bee Gees
3338,Sanctify Yourself,Simple Minds,1985,4.9651,"The Smiths, Dead Kennedys, David Wilcox, ICEHOUSE"
3339,The Warmth Of The Sun - Remastered,The Beach Boys,2007,2.834716667,"The Shins, The Doors, Tesla, Various Artists, Audioslave"
3340,Fireworks,The Tragically Hip,1998,3.93955,"Hunters & Collectors, Metallica, Beastie Boys, Metallica, Garbage"
3341,Stick 'Em Up,Quarashi,2011,3.435766667,"Grand Funk Railroad, Eric Clapton, Rush"
3342,Say It Loud - I'm Black And I'm Proud - Pt. 1,James Brown,2003,2.786433333,"Wilco, TV On The Radio"
3343,Wake Up,The Living End,2006,4.524666667,
3344,I'll Cry For You,Europe,1991,5.354433333,"Manic Street Preachers, No Doubt, Billy Idol, The Nixons"
3345,Another Day,Dream Theater,1992,4.385333333,Pearl Jam
3346,In The Fade/Feel Good Hit Of The Summer (Reprise),Queens of the Stone Age,2010,4.422433333,"Sea Wolf, Jon McLaughlin, Keane, King Gizzard & The Lizard Wizard"
3347,The Tide Is High,Blondie,1999,3.878883333,"TOOL, Roxy Music, The Coral, Default"
3348,The After Dinner Payback,From Autumn To Ashes,2004,2.854433333,"Hot Action Cop, The King Khan & BBQ Show"
3349,Voices,Disturbed,2010,3.199333333,"Beck, The Bravery, Carolina Liar, Thirty Seconds To Mars"
3350,Panic in Detroit - 2013 Remaster,David Bowie,1973,4.477433333,"Black Sabbath, Bruce Springsteen"
3351,Innocent Eyes,Delta Goodrem,2003,3.894883333,"The Who, Liam Lynch, Weezer, The Tragically Hip"
3352,Voodoo - 2009 Remaster,Black Sabbath,1981,4.540216667,"AC/DC, Talking Heads, Peter Gabriel, Graham Parker, Bad Company"
3353,Judgment Night,Various Artists,1993,4.57555,"Camper Van Beethoven, Beck, Superdrag"
3354,Whatever Happened To My Rock'N'Roll (Punk Song) - Live,Black Rebel Motorcycle Club,2015,6.244,
3355,Mama Let Him Play,Doucette,2013,4.407816667,Various Artists
3356,Dixie Chicken,Little Feat,1973,3.9851,"Simon & Garfunkel, Bruce Springsteen, The Ozark Mountain Daredevils"
3357,Coalmine,Armchair Cynics,2005,3.4611,"The Wallflowers, Pilot Speed, Stereolab, The Mighty Mighty Bosstones"
3358,The Way We Get By,Spoon,2002,2.668216667,"Incubus, The Smashing Pumpkins, New Order"
3359,I'm Still Standing,Elton John,1983,3.057333333,"AC/DC, Twisted Sister"
3360,So You Want To Be A Rock 'N' Roll Star,Patti Smith,2001,6.046083333,"Rustic Overtones, The Jayhawks, The Datsuns, Lake Of Tears"
3361,Save Your Scissors,City and Colour,2005,4.810433333,
3362,Happens All the Time,Cold,2005,3.472216667,"Grand Funk Railroad, The Hold Steady, A Flock Of Seagulls, Stevie Ray Vaughan, Hundred Reasons"
3363,AMERIKA,Rammstein,2004,3.779333333,"Chris Cornell, Avenged Sevenfold, Hoobastank, Rage Against The Machine, Tantric"
3364,What Light,Wilco,2007,3.5891,"Au Pairs, Elbow, Black Rebel Motorcycle Club"
3365,Home,Daughtry,2006,4.2611,"Seether, Dead Kennedys, Audioslave"
3366,Kids In America,Kim Wilde,1993,3.427333333,
3367,Dancing with the Moonlit Knight - New Stereo Mix,Genesis,1973,8.06755,"Canned Heat, Brian Eno, Blue Öyster Cult, The Band, John Lennon"
3368,All Night Long,Rainbow,1979,3.842216667,"Grand Funk Railroad, The Clash, Saxon, Ramones"
3369,With a Thousand Words to Say But One,Darkest Hour,2005,4.36955,"Soundgarden, Triumph, Chimaira"
3370,Many Rivers To Cross,Jimmy Cliff,1970,2.734433333,"Chris de Burgh, Leon Russell"
3371,"Summer Breeze, Pts. 1 & 2",The Isley Brothers,1973,6.1951,"The Hollies, Lynyrd Skynyrd, Queen, Santana, Led Zeppelin"
3372,I Want You,Savage Garden,1997,3.867766667,"Metallica, Pulp, Seven Mary Three, Soundgarden"
3373,So Far Away,Crossfade,2004,3.425333333,Hot Action Cop
3374,She Blinded Me With Science - 2009 Remastered Version,Thomas Dolby,1982,3.706433333,
3375,Feuer frei!,Rammstein,2001,3.143333333,
3376,Prayer Of The Refugee,Rise Against,2006,3.3231,Thirty Seconds To Mars
3377,Don't Take Me For A Loser,Gary Moore,1982,4.297766667,"The Chills, Robbie Robertson, Split Enz, Minutemen, The The"
3378,Special,Garbage,1998,3.72955,"Kim Mitchell, Stevie Ray Vaughan, Social Distortion, Sleep"
3379,Round Here,Counting Crows,1993,5.523333333,"Portishead, System Of A Down, Cinderella, Live, Peter Schilling"
3380,The Fun Lovin' Criminal,Fun Lovin' Criminals,1996,3.2191,
3381,Give It All,Rise Against,2004,2.848216667,"Metallica, The Strokes, Spiderbait, Cold, Nine Days"
3382,Funky Town,Various Artists,1979,4.85355,Lynyrd Skynyrd
3383,Lovely Rita - Remastered 2009,The Beatles,1967,2.70155,"Manfred Mann, Led Zeppelin, Marvin Gaye, Yes, Black Sabbath"
3384,Day & Night,Jung Seung Hwan,2020,4.343333333,Band of Horses
3385,Whole Wide World,Wreckless Eric,1978,2.878883333,"Steely Dan, Linda Ronstadt, Kenny Loggins"
3386,The Kids Are Alright,The Who,1965,3.128883333,
3387,Is There A Ghost,Band of Horses,2007,2.994433333,"R.E.M., Seether"
3388,Where I End and You Begin,Radiohead,2003,4.488216667,Arcade Fire
3389,Victory Day - Live,Tom Cochrane,1991,5.776883333,"54-40, Head Like A Hole, Schtum"
3390,Faceless,Godsmack,2003,3.5811,"Staind, Dead Kennedys, Gob"
3391,Victim of Reality,Pennywise,1999,2.472883333,Nine Inch Nails
3392,Think About You,Guns N' Roses,1987,3.834,"Eurythmics, Echo & the Bunnymen, Jane's Addiction, Poison"
3393,Move,H-Blockx,1994,4.931916667,"Lit, Sleep, World Party"
3394,Same Direction,Hoobastank,2003,3.254883333,"Billy Talent, The Flaming Lips"
3395,Solid Rock - Remastered Version,Goanna,2003,4.5871,
3396,Horror Movie - 2015 Remaster,Skyhooks,2015,3.835333333,"Guano Apes, King Gizzard & The Lizard Wizard, Osees"
3397,Love Alive,Heart,1977,4.304433333,Supertramp
3398,Drown,The Smashing Pumpkins,2001,4.506666667,"Sam Cooke, Powderfinger, Coldplay, The Statler Brothers, Five For Fighting"
3399,Battle Scar,Max Webster,1980,5.8471,
