index,name,artist,release_date,length,popularity,featured_artists
3051,Unglued - 2019 Remaster,Stone Temple Pilots,1994,2.571766667,47,"Nightwish, Social Distortion, Various Artists, Filter"
3052,The Look,Roxette,1988,3.955333333,8,"Talking Heads, Mekons, Van Halen, Kim Mitchell, Jimmy Barnes"
3053,Running Free - 2015 Remaster,Iron Maiden,1980,3.292883333,40,"AC/DC, The Cars"
3054,Authority Song,John Mellencamp,1983,3.820666667,58,
3055,Alright,Tadpole,2000,3.622216667,36,
3056,Save Me - Remastered 2011,Queen,1980,3.832,62,"Soft Cell, Led Zeppelin"
3057,Don't Go Breaking My Heart - Elton John and Kiki Dee,Players Since Creation,2014,4.446883333,23,"Max Webster, Frank Zappa, Brian McKnight, Elvis Presley"
3058,One Thing Leads To Another,The Fixx,1983,3.330433333,57,"Dire Straits, Dead Kennedys, The Smiths, AC/DC, Elvis Costello & The Attractions"
3059,Right Next Door To Hell,Guns N' Roses,1991,3.03555,53,
3060,Dog Eat Dog - Remastered,Adam & The Ants,2016,3.169766667,40,"Amyl and The Sniffers, Keith Richards, My Morning Jacket, Metallica"
3061,Breakdown,Seether,2007,3.487766667,54,"Five Finger Death Punch, Alkaline Trio, Oasis, Coldplay"
3062,I Talk To The Wind,King Crimson,1969,6.094316667,54,"Grateful Dead, Van Morrison, Eagles, Crosby, Stills & Nash, The Stylistics"
3063,Morning Has Broken,Yusuf / Cat Stevens,1971,3.333333333,69,"Carpenters, Neil Young"
3064,Burning Love,Elvis Presley,1973,2.838216667,68,"Bruce Springsteen, Bob Seger, Steve Harley, Rush, Parliament"
3065,88 Lines about 44 Women,The Nails,1984,4.944,42,"Honeymoon Suite, D-A-D"
3066,Baby Come Back,Groove Armada,2012,3.572883333,59,
3067,5 Days in May - Remastered 2012 version,Blue Rodeo,1993,7.234216667,49,Don Henley
3068,Wooly Bully,Various Artists,1987,2.347766667,55,
3069,Headache for Michelle,Au Pairs,2006,6.88355,22,"Various Artists, Giant Drag, Various Artists, Bonnie ""Prince"" Billy, Wilco"
3070,Do You Know What I Mean,Lee Michaels,1971,3.200366667,49,"Mott The Hoople, Led Zeppelin, George Harrison"
3071,The High Road,Broken Bells,2010,3.87,65,"The Chicks, Van Morrison, Poets of the Fall"
3072,Hold On Loosely,38 Special,1980,4.677266667,65,"Chicago, Fleetwood Mac"
3073,It's All Over Now - Mono Version,The Rolling Stones,1964,3.440666667,46,"Chuck Berry, The Kinks, The Who, The Troggs, Deep Purple"
3074,If I Get Lucky,Little River Band,1990,4.246666667,24,"The Tragically Hip, Baby Animals, The Tragically Hip, The Exponents, Suede"
3075,No Aphrodisiac,The Whitlams,1998,4.324883333,48,
3076,I Don't Know Where I Stand,Joni Mitchell,1969,3.223333333,38,
3077,See My Baby Jive - 2006 Remaster,Wizzard,1973,5.038883333,40,
3078,Rag Doll,Frankie Valli & The Four Seasons,2003,3.026,43,The Chiffons
3079,Lifeline,Papa Roach,2009,4.292433333,43,"M.I.A., Van Halen, Redlight King, Poison, Ty Segall"
3080,Lazy,Luger Boa,2010,3.3811,0,
3081,Quietly,Guano Apes,2003,3.631766667,36,"Our Lady Peace, Methods of Mayhem, Funeral For A Friend, The Stills, Jefferson Airplane"
3082,Battery,Metallica,1986,5.206,62,"Echo & the Bunnymen, The Replacements, Tears For Fears, John Mellencamp"
3083,Memphis,Johnny Rivers,1998,2.628883333,26,"Beck, The Guess Who, Grandaddy, Olivia Newton-John"
3084,Sweet Lui-Louise,Various Artists,1999,3.24955,34,KISS
3085,I'll Be Your Baby Tonight - Originally Performed By Robert Palmer and UB40,Reggae Karaoke Lions,2012,3.375516667,0,"Primal Scream, Calling All Cars"
3086,The '59 Sound,The Gaslight Anthem,2009,3.166433333,52,
3087,Moonlight Mile - 2009 Mix,The Rolling Stones,1971,5.953333333,56,
3088,Stereotype,The Specials,2000,3.875333333,31,"The Polyphonic Spree, Black Rebel Motorcycle Club, Lake Of Tears, Ben Folds Five, Phil Fearon"
3089,It's The Same Old Song,Four Tops,1965,2.773333333,55,"Status Quo, Led Zeppelin"
3090,I'm Gonna Be (500 Miles),The Proclaimers,2003,3.657766667,73,"My Chemical Romance, The Strokes, Kelly Clarkson, Cream, UB40"
3091,Newborn,Elbow,2001,7.6,28,"The White Stripes, The Specials, The Decemberists, Modest Mouse, Elliott Smith"
3092,Feel Your Love Tonight - 2015 Remaster,Van Halen,1978,3.682666667,53,
3093,Ugly,The Exies,2004,3.306,48,Lit
3094,White Trash,Steriogram,2004,3.7411,30,
3095,Beat the Bastards,The Exploited,1996,4.3511,42,
3096,Hello,Lionel Richie,1983,4.11555,68,Styx
3097,Brand New Hate,Backyard Babies,2001,2.988216667,9,"Jimmy Barnes, Old 97's"
3098,California Uber Alles,Dead Kennedys,1987,3.450666667,58,"Social Distortion, Mötley Crüe, Autograph, Metallica, The Cure"
3099,Wild Wood,Paul Weller,1993,3.3711,56,"Nine Inch Nails, Cowboy Junkies, Fairground Attraction, Extreme, Guitar Slim"
3100,No Secrets,The Angels,1980,4.2991,56,"Rick James, Joy Division, Steve Miller Band"
3101,Govinda,Kula Shaker,1996,4.94585,44,
3102,Wake Me Up Before You Go-Go,Wham!,1984,3.85555,79,"Bronski Beat, Fleetwood Mac, Various Artists"
3103,"Walk, Don't Run - Stereo",The Ventures,1960,2.048883333,50,
3104,Mystify,INXS,1987,3.2931,58,"Billy Idol, Traveling Wilburys, Ram Jam, Yothu Yindi"
3105,Clumsy,Our Lady Peace,1997,4.466,46,
3106,Smooth Operator - Single Version,Sade,1994,4.31155,69,U2
3107,Feelin',The La's,1990,1.7451,40,"Poison, Liz Phair, Judas Priest, Tom Cochrane"
3108,These Arms of Mine,Otis Redding,1964,2.57555,61,"The Beatles, Love, The Beatles, Big Brother & The Holding Company, Bobbie Gentry"
3109,Don't Let Me Down - Remastered 2009,The Beatles,1973,3.59555,68,"Pure Prairie League, John Denver, Joe Walsh, Crosby, Stills, Nash & Young, Pink Floyd"
3110,Forever Now - 2011 Remastered,Cold Chisel,1982,4.467966667,55,"Metallica, Dio, Genesis, John Mellencamp, Mötley Crüe"
3111,Heart Attack and Vine - Remastered,Screamin' Jay Hawkins,2018,4.45755,39,"Billy Bragg, Jota Quest, Keiynan Lonsdale, Various Artists"
3112,Hit the Ground,6gig,2000,3.0623,10,"the feelers, 54-40"
3113,Do You Love Me,The Contours,2012,2.90325,57,"KC & The Sunshine Band, Death Cab for Cutie, Dave Dobbyn, Foo Fighters"
3114,Pick Up the Pieces,Average White Band,1974,3.998466667,55,
3115,Tribute,Tenacious D,2001,4.134216667,68,
3116,Colour My World,Chicago,1975,3.027333333,44,"Minutemen, Steely Dan, Heart, The Guess Who"
3117,Verse Chorus Verse - Boombox Rehearsals,Nirvana,1991,3.20555,35,"Whitesnake, H-Blockx, Various Artists"
3118,Live With Me,The Rolling Stones,1969,3.552216667,41,"Santana, The Velvet Underground, Jethro Tull, Procol Harum, New York Dolls"
3119,Mr. Speed,KISS,1976,3.308216667,34,
3120,Dakota,Stereophonics,2005,4.9571,68,Switchfoot
3121,Fantasy - Single Version,"Earth, Wind & Fire",1978,3.770216667,67,Kansas
3122,"Please, Please, Please, Let Me Get What I Want",Various Artists,2020,1.878433333,2,"8-Bit Arcade, The Karaoke Channel, Fairport Convention, Ian Thomas"
3123,Get Behind The Mule,Tom Waits,1999,6.874216667,38,"Leonardo's Bride, The Shins, Olivia Newton-John, The Tragically Hip"
3124,Pearl Necklace,ZZ Top,1981,4.080433333,42,
3125,Groovin',The Young Rascals,1967,2.521483333,58,"The Beatles, Yes, Led Zeppelin"
3126,It's Only Natural,Crowded House,1991,3.53955,56,Prince
3127,Wasted Time,Skid Row,1991,5.813333333,56,"Hüsker Dü, The Cure, Stone Temple Pilots"
3128,Crazy,Various Artists,2020,5.278216667,4,"Max Webster, Budgie"
3129,Trippin,Push Push,2014,4.025666667,26,
3130,Along Comes Mary,The Association,1966,2.85,54,
3131,Mexican Radio,Wall Of Voodoo,1982,4.147766667,48,Scandal
3132,Thank You,Dido,1999,3.630433333,59,"Coldplay, Filter"
3133,Stand!,Sly & The Family Stone,1969,3.12555,36,
3134,Girls of Summer,Aerosmith,2002,3.219333333,48,The Black Keys
3135,The Truth,Clawfinger,1993,4.2111,20,"Talking Heads, Judas Priest, Oasis, Jimmy Barnes, Supergroove"
3136,Sweat It Out,Jimmy Barnes,2006,3.963333333,11,"Tracer, Manic Street Preachers, Shihad, Zodiac Mindwarp & The Love Reaction"
3137,Polyamorous,Breaking Benjamin,2002,2.9491,53,
3138,My December,Various Artists,2020,4.342666667,6,"Joan Jett & The Blackhearts, Earth Tongue"
3139,Friday On My Mind,Gary Moore,1987,4.193333333,40,The Cure
3140,Luka,Suzanne Vega,1987,3.84955,59,"Def Leppard, The Dead Milkmen"
3141,To Love Somebody,Bee Gees,1967,3.033333333,67,"The Beatles, Joe Cocker, Van Morrison, David Bowie, The Doors"
3142,Black,Sevendust,1997,4.148433333,53,"Foo Fighters, Social Distortion, Korn"
3143,Legend Of A Mind,The Moody Blues,1968,6.610216667,44,"The Beatles, The Rolling Stones, The Doors"
3144,Respect - Mono; 2008 Remaster,Otis Redding,1965,2.1831,43,"Jimi Hendrix, Led Zeppelin"
3145,Chinese Burn - Lunatic Calm Mix,Various Artists,2006,7.428433333,19,
3146,Once Around The Block,Badly Drawn Boy,1999,4.080433333,52,"Travis, Rilo Kiley, The Postal Service, Wilco"
3147,Party at Ground Zero,Fishbone,1985,6.5011,38,"Saxon, Blue Rodeo, Bruce Springsteen"
3148,Moby Dick - Intro / Outro Rough Mix,Led Zeppelin,1969,1.63955,49,"The Byrds, The Beatles, Smokey Robinson & The Miracles, Creedence Clearwater Revival, Joe Cocker"
3149,Sun Hits The Sky,Supergrass,1997,4.85615,48,"Green Day, Kula Shaker"
3150,Burn,Various Artists,1994,6.648883333,54,"AC/DC, Kool & The Gang, Static-X, The Rolling Stones"
3151,Oh Yeah,Ash,1996,4.757766667,35,"Kula Shaker, The B-52's"
3152,Four Sticks - Remaster,Led Zeppelin,1971,4.753783333,45,The Rolling Stones
3153,Scar,Missy Higgins,2004,3.5691,42,"Daughtry, Elemeno P, The White Stripes, Airbourne, The Black Keys"
3154,Screamager,Therapy?,1994,2.6151,47,
3155,Waiting For An Alibi,Thin Lizzy,1979,3.477333333,37,"Ebba Grön, R.E.M., Adolescents, Queen, David Lindley"
3156,Devil on My Shoulder,Billy Talent,2009,3.82555,57,Ozzy Osbourne
3157,Kitty's Back,Bruce Springsteen,1973,7.082883333,35,
3158,You Make Me Feel Brand New,The Stylistics,1973,4.807333333,62,"Stevie Wonder, Pink Floyd"
3159,Back In My Arms Again,The Supremes,1965,2.9051,47,"Smokey Robinson & The Miracles, The Doors"
3160,Department of Youth,Alice Cooper,1975,3.28,34,"Blue Öyster Cult, The Stranglers, Bruce Springsteen"
3161,Waiting In Vain,Bob Marley & The Wailers,1977,4.270666667,68,Neil Young
3162,Pretzel Logic,Steely Dan,1974,4.508883333,48,"Fleetwood Mac, Genesis, Bob Seger"
3163,Ava Adore,The Smashing Pumpkins,2001,4.35555,42,LEN
3164,Women - Remastered 2017,Def Leppard,1987,5.7085,48,The Smiths
3165,Walkie Talkie Man,Steriogram,2004,2.223333333,49,
3166,Heroin Girl,Everclear,1995,2.39,44,Social Distortion
3167,Build Me Up Buttercup,The Foundations,1968,2.958883333,74,"Billy Joel, Stevie Wonder, Free"
3168,Replica,Fear Factory,1995,3.956,52,"Guns N' Roses, Bad Religion, Social Distortion, The Black Crowes, Green Day"
3169,Twistin' the Night Away,Sam Cooke,1962,2.664216667,64,"Chuck Berry, The Beach Boys, The Beatles, The Doors"
3170,"It's All Over Now, Baby Blue (feat. Van Morrison)",Them,1966,3.790666667,57,"Neil Young, The Beatles, Santana, The Beatles"
3171,Shut Up!,Simple Plan,2004,3.049766667,48,"Breaking Benjamin, Alkaline Trio, Chimaira"
3172,Rock N Roll Duty - Live,Kim Mitchell,1990,4.287766667,8,"Todd Rundgren, Oasis, Jimmy Barnes, Mekons"
3173,Don't Talk To Strangers,Dio,1983,4.85155,53,Night Ranger
3174,(Can't You) Trip Like I Do - 2009 Remastered Version,Filter,2009,4.451766667,28,"Hot Hot Heat, The Pack a.d., Slash, Suede, Mona"
3175,Freedom,Rage Against The Machine,1992,6.10555,52,"Dinosaur Jr., Jackson Browne, Morrissey, The Selecter"
3176,Darlin' - Remastered,The Beach Boys,1967,2.242666667,54,
3177,You're Pretty Good Looking (For a Girl),The White Stripes,2000,1.828666667,41,"Cold, Teenage Fanclub, Megadeth"
3178,Stars,Hum,1995,5.151766667,54,The Smashing Pumpkins
3179,Even It Up,Heart,1980,5.164883333,36,"Blondie, Echo & the Bunnymen, R.E.M., Bad Company, The Jam"
3180,Kick,INXS,1987,3.238,46,John Mellencamp
3181,Breakdown,The Alan Parsons Project,1977,3.886433333,40,"Pete Townshend, Bob Dylan"
3182,King Of The Night Time World,KISS,1976,3.316666667,37,"The Rolling Stones, The Clash"
3183,The Universal,Blur,2000,4.002,54,Coldplay
3184,The Day That Never Comes,Metallica,2008,7.937766667,63,"Linkin Park, My Chemical Romance, Thirty Seconds To Mars, Chevelle"
3185,Shelf In The Room,Days Of The New,1997,4.732883333,56,"The Primitives, Fun Lovin' Criminals, Jeff Buckley, Blur"
3186,I Still,Forty Deuce,2005,3.116116667,5,"Jimmy Barnes, Clor, 6gig, AVID All Stars, Backyard Babies"
3187,Don't Tread On Me,Metallica,1991,4.004883333,55,"The Presidents Of The United States Of America, Genesis, Big Country, Gin Blossoms"
3188,Yours Is No Disgrace - 2003 Remaster,Yes,1971,9.682666667,42,"Queen, Crosby, Stills & Nash, Cream"
3189,My Hometown,Bruce Springsteen,1984,4.6611,62,"Barbra Streisand, White Lion, The Smiths"
3190,In Hiding,Pearl Jam,1998,4.99555,41,"LEN, Teenage Fanclub, Sufjan Stevens, Beck"
3191,Haunted,Six Feet Under,1995,3.167333333,19,
3192,Givin the Dog a Bone,AC/DC,1980,3.529333333,58,
3193,"Fingertips, Pt. 2 - Live/1962",Stevie Wonder,2019,3.170216667,41,"Amyl and The Sniffers, King Gizzard & The Lizard Wizard, Devilskin"
3194,As Good as It Gets,the feelers,2001,3.9251,23,George Thorogood & The Destroyers
3195,Sleeping Bag,ZZ Top,1985,4.038883333,48,"U2, Blue Rodeo, The Dead Milkmen, Talking Heads"
3196,Mother Mother,Tracy Bonham,1996,3.012216667,51,"ZZ Top, Duran Duran, Foo Fighters, Fun Lovin' Criminals"
3197,Web in Front,Archers Of Loaf,1993,2.110866667,44,"Fear Factory, Nirvana, You Am I, Sleep, Nada Surf"
3198,Follow You Down,Matthew Mayfield,2013,4.603983333,33,
3199,The Stars Of Track And Field,Belle & Sebastian,1996,4.7451,32,
3200,The Great Gig in the Sky,Pink Floyd,1973,4.7312,66,"Eagles, Carpenters, KISS"
3201,Headlong - Remastered 2011,Queen,1991,4.62955,57,"Toad The Wet Sprocket, Queensrÿche, Guns N' Roses, Blur"
3202,Big Foot,Chickenfoot,2011,3.8251,27,
3203,Nothing But a Good Time - Live,Poison,2008,5.008883333,33,"The Bravery, Dinosaur Jr., Chimaira"
3204,Strangelove,Depeche Mode,1998,3.764666667,59,Deftones
3205,Simple,Collective Soul,1995,3.749766667,34,"Sponge, H-Blockx"
3206,Without You,Mötley Crüe,1989,4.5031,56,"Yothu Yindi, Dada"
3207,The Guns of Brixton - Remastered,The Clash,1979,3.207333333,58,Judas Priest
3208,Bad Luck,Social Distortion,1992,4.416216667,46,"Our Lady Peace, U2, Faith No More, Tripping Daisy"
3209,People Got to Be Free,The Rascals,1969,3.029766667,44,"Led Zeppelin, Robin Trower, Strawberry Alarm Clock, Roberto Carlos"
3210,Ratamahatta,Sepultura,1996,4.510666667,53,"Oasis, The Living End"
3211,"Tighten Up, Pt. 1",Archie Bell & The Drells,1968,3.266666667,46,"Yes, Alice Cooper, The Doors, Santana, Blind Faith"
3212,Sweet Mary Jane,Block Buster,2017,3.455316667,15,Various Artists
3213,Sharks and Danger,Alexisonfire,2004,4.642,34,
3214,Lay Down Your Guns,Jimmy Barnes,1996,4.008883333,26,The Cult
3215,Walking On Sunshine,Katrina & The Waves,1985,3.978883333,78,"Tears For Fears, R.E.M., Simple Minds, AC/DC"
3216,Summer Breeze,Seals and Crofts,1972,3.424666667,65,"Led Zeppelin, Eric Clapton, Lynyrd Skynyrd, Nazareth, Black Sabbath"
3217,Only My Heart Talkin',Alice Cooper,1989,4.774883333,44,"Guns N' Roses, Nine Inch Nails"
3218,Love Spreads,The Stone Roses,1994,5.784883333,59,Bruce Springsteen
3219,I Am a Rock,Paul Simon,1965,2.697766667,30,"Van Morrison, Jane Birkin, Love"
3220,Cocaine,J.J. Cale,1976,2.818883333,60,"Rod Stewart, Pink Floyd"
3221,You and Me (Album Version),The Checks,2009,4.4509,35,
3222,Bits and Pieces - 2019 - Remaster,The Dave Clark Five,1964,1.981766667,37,"Ricky Nelson, The Who"
3223,"Fastlove, Pt. 1",George Michael,1996,5.4111,64,
3224,Shelter from the Storm,Bob Dylan,1975,5.018883333,63,Supertramp
3225,Roadrunner,The Modern Lovers,1976,4.107333333,59,"Alice Cooper, Led Zeppelin, Cold Chisel, Joy Division"
3226,Nice To Luv You,54-40,1992,4.372666667,29,"Odds, Supergrass, Manic Street Preachers, Bon Jovi, Europe"
3227,Most People I Know,Billy Thorpe & The Aztecs,1995,4.283766667,17,"Supergrass, The Beta Band, Matthew Sweet, Primal Scream"
3228,"Paris, Texas",Ry Cooder,1995,2.912666667,55,
3229,Long Division,Rustic Overtones,2011,4.387766667,10,"White Knight Instrumental, Japanther, Marvin Gaye, The Sheepdogs, Singer's Edge Karaoke"
3230,Zebra,John Butler Trio,2005,3.959,47,"Seether, Midlake, Lambchop, 10 Years, The Living End"
3231,That's the Way - Remaster,Led Zeppelin,1970,5.618483333,56,Three Dog Night
3232,Defy You,The Offspring,2005,3.804,44,Sevendust
3233,How Sweet It Is (To Be Loved By You),Marvin Gaye,1965,2.962883333,60,Dusty Springfield
3234,Holier Than Thou,Metallica,1991,3.794,57,"Poison, U2, Warrant"
3235,Making Plans For Nigel,XTC,1979,4.23,60,The Rolling Stones
3236,Engel,Rammstein,1997,4.404433333,68,
3237,"What God Wants, Pt. I",Roger Waters,1992,6.004883333,38,"Bruce Springsteen, Deee-Lite, Grateful Dead, Sting, The Mighty Mighty Bosstones"
3238,The Breakup Song,The Greg Kihn Band,1981,2.828216667,57,"Suicidal Tendencies, John Mellencamp, Dio, Oingo Boingo"
3239,Apeman - Mono Mix,The Kinks,1970,3.862883333,39,Lee Michaels
3240,Dizz Knee Land,Dada,1992,4.108883333,51,"Portishead, Dinosaur Jr., Ride, Rage Against The Machine, Sting"
3241,Turn to Stone,Electric Light Orchestra,1977,3.818216667,62,"Thin Lizzy, The Who, Supertramp"
3242,Behind The Sun,Red Hot Chili Peppers,1987,4.682216667,38,
3243,Erase / Rewind,The Cardigans,1998,3.641733333,61,"Creed, Bran Van 3000"
3244,Place Your Hands,Reef,2003,3.62355,53,"Dropkick Murphys, Fatboy Slim, Finger Eleven, Breaking Benjamin"
3245,Stuck Here for Days,The Datsuns,2006,2.969333333,24,"Mew, the feelers, Nick Lowe"
3246,Bouncing Off The Walls,Sugarcult,2002,2.354883333,54,"Texas, Disturbed, Dave Matthews Band, Dashboard Confessional"
3247,Living In The U.S.A.,Steve Miller Band,1968,4.0671,39,Deep Purple
3248,I'll Be Waiting,Talisman,1990,2.9571,48,U2
3249,Avalon - Remastered,Roxy Music,1982,4.28065,63,Stevie Ray Vaughan
3250,The Fish Cheer & I-Feel-Like-I'm-Fixin'-To-Die Rag - Mono,Country Joe & The Fish,2013,3.791333333,3,"Luger Boa, Killing Joke, Tracer"
3251,Sunburn,Fuel,1998,4.393333333,31,"HIM, Teenage Fanclub, Headless Chickens, Manic Street Preachers"
3252,(They Long To Be) Close To You,Carpenters,1970,4.56555,66,"Jefferson Airplane, Bob Dylan, The Beatles, Otis Redding, The Beatles"
3253,Lucky Man,The Verve,1997,4.8931,65,"Collective Soul, Gloria Gaynor, Collective Soul"
3254,Satellite 15.....The Final Frontier - 2015 Remaster,Iron Maiden,2010,8.67155,38,"Slash, Aerosmith"
3255,This Town Ain't Big Enough for the Both of Us (Originally Performed By Sparks) [Full Vocal Version],Paris Music,2013,3.075766667,1,
3256,The Riverboat Song,Ocean Colour Scene,1996,4.913333333,54,"Nada Surf, Gravity Kills"
3257,Time to Waste,Alkaline Trio,2005,4.199766667,44,"Papa Roach, The Offspring"
3258,Since I Left You,The Avalanches,2000,4.3491,36,
3259,Ain’t No Mountain High Enough,Bellybuds,2014,3.447333333,22,"Max Webster, Michael Marc"
3260,Rockin' All Over The World,Status Quo,1977,3.588883333,64,XTC
3261,Homesick,Soul Asylum,1993,3.58155,15,"Super Furry Animals, Matthew Sweet, Various Artists, Teenage Fanclub"
3262,Someone Saved My Life Tonight,Elton John,1975,6.748883333,53,"Paul McCartney, Neil Young, Chicago, Pure Prairie League, Journey"
3263,Got To Choose,KISS,1974,3.9111,32,"Grateful Dead, Siouxsie and the Banshees, Jethro Tull, Alice Cooper"
3264,You Held the World in Your Arms,Idlewild,2002,3.373916667,42,AC/DC
3265,The Way You Do The Things You Do,The Temptations,1964,2.7624,64,Bob Dylan
3266,Hole In My Soul,Aerosmith,1997,6.168216667,62,"10,000 Maniacs, Marillion"
3267,Let Me Go,3 Doors Down,2012,4.050883333,53,"The Rolling Stones, Eric Clapton, Matchbox Twenty, Breaking Benjamin"
3268,New Rose,The Damned,1977,2.704,49,"Mott The Hoople, Madness, Cold Chisel"
3269,Gypsy,Fleetwood Mac,1988,4.4151,74,Europe
3270,Over The Hills And Far Away,Gary Moore,1987,5.348883333,56,"They Might Be Giants, Stone Temple Pilots, Eric Clapton"
3271,Snowflake,Mew,1997,3.5171,17,"John Denver, Soul Asylum, Meat Loaf"
3272,Scars,Papa Roach,2004,3.469766667,66,
3273,Stone Cold,Rainbow,1982,5.288433333,50,Warren Zevon
3274,Planet Earth - 2010 Remaster,Duran Duran,1981,4.054433333,50,"Van Halen, Bob Seger, The Cars, AC/DC"
3275,I Like It Like That,Various Artists,1987,1.96,35,"Imperiet, Blue Cheer"
